coreid,ac:accessURI,idigbio:dateModified,idigbio:dataQualityScore,idigbio:etag,idigbio:flags,dcterms:format,idigbio:hasSpecimen,ac:licenseLogoURL,idigbio:mediaType,dcterms:modified,idigbio:recordIds,idigbio:records,idigbio:recordsets,dcterms:rights,ac:tag,dc:type,idigbio:uuid,idigbio:version,xmpRights:WebStatement,exif:PixelXDimension,exif:PixelYDimension
b662aa57-e8d7-4099-9d22-b49e4ce11adf,https://cdn.plantatlas.org/img/specimens/USF/126942.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,57418841c1c98866c8aa30d5f103e6233172acc7,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/126942.jpg""]","[""b662aa57-e8d7-4099-9d22-b49e4ce11adf""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,ea13f448-40b0-426b-b9be-e1ca17ad849c,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
d6a34f21-9b73-44ed-9a59-48441802c6d2,https://cdn.plantatlas.org/img/specimens/USF/250241.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,90c5f1cecfa42689a7a2f920e545ac2ce0532f53,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/250241.jpg""]","[""d6a34f21-9b73-44ed-9a59-48441802c6d2""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,2c4786cc-26b4-4f37-96ee-8fca1ce0b3df,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
2e808c66-73fa-4a13-abc6-9e65fca3319e,https://cdn.plantatlas.org/img/specimens/USF/297736.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,c29b937d9990a4954d2fabf67883fb73cd196ab3,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/297736.jpg""]","[""2e808c66-73fa-4a13-abc6-9e65fca3319e""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,bac7f51c-95f5-4fd4-b95b-0b5368d349b3,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
786ca068-f900-4307-a50d-eee8dd00d529,https://cdn.plantatlas.org/img/specimens/USF/272104.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,ba4a5b38aa2951f1eafecf2bdcb86c120637a931,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/272104.jpg""]","[""786ca068-f900-4307-a50d-eee8dd00d529""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,da55e5d3-3118-489d-9055-61ada741940f,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
7bc81692-0c4c-4de0-a2f2-a5a5d78178a9,https://cdn.plantatlas.org/img/specimens/USF/281902.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,9ebf5d283d5cee57fc4c4ac2c06caeef760c872f,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/281902.jpg""]","[""7bc81692-0c4c-4de0-a2f2-a5a5d78178a9""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,83578b15-380f-4fda-aa03-20edbd17dfee,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
46113ce8-f2e3-4433-be0f-69293968323e,https://cdn.plantatlas.org/img/specimens/USF/161011.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,43587feb334ab092d0b55bcbfb65c32e6047f6e3,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/161011.jpg""]","[""46113ce8-f2e3-4433-be0f-69293968323e""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,3a8c7fc1-c4e8-4e0e-937b-118321792758,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
2defecaf-80ac-496a-baad-78be0674012e,https://cdn.plantatlas.org/img/specimens/USF/226081.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,ef6d46402c5a4ea1813ceb223ef5030ac048656e,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/226081.jpg""]","[""2defecaf-80ac-496a-baad-78be0674012e""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,587b713d-0334-43a3-9d2e-b5bd57608cac,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
096d38e6-f7aa-4079-b114-5b47a1854a0c,https://cdn.plantatlas.org/img/specimens/USF/248891.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,98bc0743d4606a97ab8fb76335942bc2c2902779,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/248891.jpg""]","[""096d38e6-f7aa-4079-b114-5b47a1854a0c""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,bd42eab2-e9cb-4c19-be89-1c8ac48799c0,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
b674322c-4149-4f5c-ac29-66e809449682,https://cdn.plantatlas.org/img/specimens/USF/211577.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,563a7c42a6aecd5e026c63f26aa8fb46325e50df,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/211577.jpg""]","[""b674322c-4149-4f5c-ac29-66e809449682""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,7e4b808a-9b3a-4511-b720-3af43ec93a11,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
e77435b1-5596-4d79-961f-f2677e57dd70,https://cdn.plantatlas.org/img/specimens/USF/20320.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,54f481d291a8bf6f091a57b6849e6d83619ce177,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/20320.jpg""]","[""e77435b1-5596-4d79-961f-f2677e57dd70""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,816a58cc-880e-4f97-b6ee-48aea97fcf05,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
