coreid,Iptc4xmpExt:CountryName,Iptc4xmpExt:LocationCreated,Iptc4xmpExt:LocationShown,Iptc4xmpExt:ProvinceState,Iptc4xmpExt:WorldRegion,ac:IDofContainingCollection,ac:accessURI,ac:associatedSpecimenReference,ac:attributionLogoURL,ac:bestQualityAccessURI,ac:bestQualityFormat,ac:caption,ac:captureDevice,ac:comments,ac:derivedFrom,ac:digitizationDate,ac:fundingAttribution,ac:furtherInformationURL,ac:goodQualityAccessURI,ac:hasServiceAccessPoint,ac:hashFunction,ac:hashValue,ac:licenseLogoURL,ac:metadataCreator,ac:metadataLanguage,ac:metadataLanguageLiteral,ac:metadataProvider,ac:metadataProviderLiteral,ac:physicalSetting,ac:provider,ac:providerID,ac:providerLiteral,ac:providerManagedID,ac:relatedResourceID,ac:resourceCreationTechnique,ac:serviceExpectation,ac:subjectCategoryVocabulary,ac:subjectOrientation,ac:subjectPart,ac:subtype,ac:subtypeLiteral,ac:tag,ac:taxonCount,ac:taxonCoverage,ac:thumbnailAccessURI,ac:variant,ac:variantLiteral,dc:creator,dc:format,dc:language,dc:rights,dc:source,dc:type,dcterms:accessRights,dcterms:audience,dcterms:available,dcterms:created,dcterms:creator,dcterms:description,dcterms:format,dcterms:identifier,dcterms:language,dcterms:license,dcterms:modified,dcterms:publisher,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:title,dcterms:type,dwc:Identification,dwc:associatedTaxa,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:collectionID,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:county,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:eventDate,dwc:family,dwc:genus,dwc:geodeticDatum,dwc:georeferencedBy,dwc:habitat,dwc:higherClassification,dwc:identificationQualifier,dwc:identifiedBy,dwc:institutionCode,dwc:kingdom,dwc:lifeStage,dwc:locality,dwc:minimumElevationInMeters,dwc:month,dwc:municipality,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:order,dwc:otherCatalogNumbers,dwc:phylum,dwc:preparations,dwc:recordNumber,dwc:recordedBy,dwc:scientificName,dwc:scientificNameAuthorship,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:taxonID,dwc:taxonRank,dwc:verbatimElevation,dwc:vernacularName,dwc:year,exif:PixelXDimension,exif:PixelYDimension,idigbio:OriginalFileName,idigbio:associatedRecordReference,idigbio:associatedRecordsetReference,idigbio:mediaStatus,idigbio:mediaStatusDate,idigbio:recordId,photoshop:Credit,symbiota:recordEnteredBy,symbiota:recordID,xmp:CreateDate,xmp:MetadataDate,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement
645594e4-838c-49a5-8961-1eea2c22a92c,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/291014.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/291014.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/291014.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 291014) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
7ad3ed9c-a0d9-408e-acd7-9b25b5c502e9,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/115851.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/115851.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/115851.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 115851) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
ec2d5dc8-5b10-4cfd-aafd-f189b081c0a9,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/45944.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/45944.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/45944.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, South Carolina (BARCODE: 45944) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
cdb0c3d5-7565-46de-bbc0-4839e2721b79,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/54744.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/54744.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/54744.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 54744) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
244c8b33-f9ed-4a76-a2d6-da2b616ef42e,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/53603.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/53603.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/53603.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 53603) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
4051fd63-7364-44ba-a5c7-05e858887d57,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/102325.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/102325.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/102325.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 102325) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
7217a42d-08d5-4b18-946d-b3e5669aeb6c,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/160733.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/160733.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/160733.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 160733) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
e3e3db0e-fbf5-4c29-a7be-5fbf2d2948a9,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/132506.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/132506.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/132506.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 132506) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
50d06de1-1cd5-47a6-9aa3-832458cfe161,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/229076.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/229076.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/229076.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 229076) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
1175cf7d-6551-4209-a351-f43f512d03c0,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/235363.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/235363.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/235363.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 235363) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
f2fedfe7-88eb-4353-958d-fbdebd18e203,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/246100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/246100.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/246100.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 246100) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
55c605e1-e0ca-4bed-949c-9ebf906da548,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/256074.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/256074.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/256074.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 256074) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
e7e87e0b-5f2c-4c51-b528-9a9e19b60f2a,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/38635.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/38635.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/38635.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 38635) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
7d2c7bd7-e3bc-44cc-ae87-2a14b258cbe6,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/203507.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/203507.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/203507.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 203507) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
e19a5433-834c-4661-aa8c-2ebf8e00c1fa,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/151361.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/151361.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/151361.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 151361) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
2cda2ee7-8105-495e-ae08-2e67de24d9a3,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/36074.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/36074.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/36074.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 36074) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
8b37a5b5-0bd9-4e1a-89bf-0f70653fd4f7,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/76307.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/76307.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/76307.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 76307) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
32f2e531-bd3e-4a69-9e31-a789033b5318,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/120178.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/120178.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/120178.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 120178) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
0c2b7b1c-5cbf-4443-a22e-aa9cf8d659b3,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/168213.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/168213.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/168213.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 168213) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
b6de865e-f332-4b8d-a826-4bbb8f39f638,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/204891.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/204891.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/204891.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 204891) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
6acb27e6-c814-449d-8951-c5b1d5d15b26,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/243788.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/243788.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/243788.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 243788) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
dfe97306-fcd1-49ec-9257-cab5054fef11,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/279770.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/279770.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/279770.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 279770) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
e139363f-dd2d-41d6-a3ad-7144d6906ce8,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/136151.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/136151.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/136151.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Georgia (BARCODE: 136151) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
7a399c38-6ef1-4cb5-89ce-a692aa005fac,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/297731.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/297731.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/297731.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 297731) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
677accd3-1bd8-41e3-93ad-bdfc70720db4,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/181225.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/181225.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/181225.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 181225) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
7a33eae3-6e4e-48a7-8ce4-b2b7d166ce98,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/222162.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/222162.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/222162.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 222162) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
a24ef61b-f821-4c43-a6b6-398c8207bfcd,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/239171.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/239171.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/239171.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 239171) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
a1f11401-09ef-41cc-9982-743a7b63dc55,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/89701.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/89701.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/89701.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, South Carolina (BARCODE: 89701) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
80122e5d-b648-4d5c-a425-ff4dd1b40e20,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/167506.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/167506.jpg,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/167506.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Sorghastrum secundum (Elliott) Nash - USA, Florida (BARCODE: 167506) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
